timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1561377960976,2753,HTTP请求,200,OK,线程组 1-332,text,true,,21923,311,500,500,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,2183,0,39
1561377960976,2220,HTTP请求-0,302,Found,线程组 1-332,text,true,,12072,140,500,500,http://47.92.89.243:7801/Device/Devicemanage,2183,0,39
1561377963196,533,HTTP请求-1,200,OK,线程组 1-332,text,true,,9851,171,500,500,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,116,0,38
1561377960696,3491,HTTP请求,200,OK,线程组 1-408,text,true,,21923,311,499,499,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,1211,0,44
1561377960696,1252,HTTP请求-0,302,Found,线程组 1-408,text,true,,12072,140,499,499,http://47.92.89.243:7801/Device/Devicemanage,1211,0,44
1561377961949,2238,HTTP请求-1,200,OK,线程组 1-408,text,true,,9851,171,499,499,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,546,0,0
1561377960705,3655,HTTP请求,200,OK,线程组 1-416,text,true,,21923,311,498,498,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,2536,0,48
1561377960705,3448,HTTP请求-0,302,Found,线程组 1-416,text,true,,12072,140,498,498,http://47.92.89.243:7801/Device/Devicemanage,2536,0,48
1561377964153,207,HTTP请求-1,200,OK,线程组 1-416,text,true,,9851,171,498,498,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,164,0,74
1561377960703,4856,HTTP请求,200,OK,线程组 1-419,text,true,,21923,311,497,497,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,2587,0,39
1561377960703,4380,HTTP请求-0,302,Found,线程组 1-419,text,true,,12072,140,497,497,http://47.92.89.243:7801/Device/Devicemanage,2587,0,39
1561377965083,476,HTTP请求-1,200,OK,线程组 1-419,text,true,,9851,171,497,497,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,476,0,44
1561377960746,6620,HTTP请求,200,OK,线程组 1-74,text,true,,21923,311,496,496,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,1193,0,44
1561377960746,5463,HTTP请求-0,302,Found,线程组 1-74,text,true,,12072,140,496,496,http://47.92.89.243:7801/Device/Devicemanage,1193,0,44
1561377966209,1157,HTTP请求-1,200,OK,线程组 1-74,text,true,,9851,171,496,496,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,580,0,37
1561377960643,7226,HTTP请求,200,OK,线程组 1-424,text,true,,21923,311,495,495,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,1961,0,43
1561377960643,2767,HTTP请求-0,302,Found,线程组 1-424,text,true,,12072,140,495,495,http://47.92.89.243:7801/Device/Devicemanage,1961,0,43
1561377963411,4458,HTTP请求-1,200,OK,线程组 1-424,text,true,,9851,171,495,495,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3523,0,3036
1561377960360,8930,HTTP请求,200,OK,线程组 1-224,text,true,,21923,311,494,494,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5736,0,37
1561377960360,5775,HTTP请求-0,302,Found,线程组 1-224,text,true,,12072,140,494,494,http://47.92.89.243:7801/Device/Devicemanage,5736,0,37
1561377966135,3155,HTTP请求-1,200,OK,线程组 1-224,text,true,,9851,171,494,494,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3118,0,3038
1561377960557,11094,HTTP请求,200,OK,线程组 1-458,text,true,,21923,311,493,493,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,1779,0,233
1561377960557,4551,HTTP请求-0,302,Found,线程组 1-458,text,true,,12072,140,493,493,http://47.92.89.243:7801/Device/Devicemanage,1779,0,233
1561377965108,6543,HTTP请求-1,200,OK,线程组 1-458,text,true,,9851,171,493,493,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,6512,0,6038
1561377960521,13792,HTTP请求,200,OK,线程组 1-177,text,true,,21923,311,492,492,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,10578,0,47
1561377960521,10618,HTTP请求-0,302,Found,线程组 1-177,text,true,,12072,140,492,492,http://47.92.89.243:7801/Device/Devicemanage,10578,0,47
1561377971140,3173,HTTP请求-1,200,OK,线程组 1-177,text,true,,9851,171,492,492,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3132,0,3045
1561377960451,13904,HTTP请求,200,OK,线程组 1-158,text,true,,21923,311,491,491,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,10309,0,31
1561377960451,10755,HTTP请求-0,302,Found,线程组 1-158,text,true,,12072,140,491,491,http://47.92.89.243:7801/Device/Devicemanage,10309,0,31
1561377971206,3149,HTTP请求-1,200,OK,线程组 1-158,text,true,,9851,171,491,491,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3114,0,3037
1561377960681,16613,HTTP请求,200,OK,线程组 1-448,text,true,,21923,311,490,490,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3260,0,40
1561377960681,7460,HTTP请求-0,302,Found,线程组 1-448,text,true,,12072,140,490,490,http://47.92.89.243:7801/Device/Devicemanage,3260,0,40
1561377968141,9153,HTTP请求-1,200,OK,线程组 1-448,text,true,,9851,171,490,490,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9117,0,9038
1561377960725,16644,HTTP请求,200,OK,线程组 1-11,text,true,,21923,311,489,489,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5712,0,33
1561377960725,7473,HTTP请求-0,302,Found,线程组 1-11,text,true,,12072,140,489,489,http://47.92.89.243:7801/Device/Devicemanage,5712,0,33
1561377968198,9171,HTTP请求-1,200,OK,线程组 1-11,text,true,,9851,171,489,489,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9129,0,9042
1561377960481,16978,HTTP请求,200,OK,线程组 1-134,text,true,,21923,311,488,488,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3367,0,39
1561377960481,7822,HTTP请求-0,302,Found,线程组 1-134,text,true,,12072,140,488,488,http://47.92.89.243:7801/Device/Devicemanage,3367,0,39
1561377968303,9156,HTTP请求-1,200,OK,线程组 1-134,text,true,,9851,171,488,488,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9120,0,9042
1561377960759,16769,HTTP请求,200,OK,线程组 1-285,text,true,,21923,311,487,487,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3382,0,45
1561377960759,7586,HTTP请求-0,302,Found,线程组 1-285,text,true,,12072,140,487,487,http://47.92.89.243:7801/Device/Devicemanage,3382,0,45
1561377968345,9183,HTTP请求-1,200,OK,线程组 1-285,text,true,,9851,171,487,487,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9142,0,9049
1561377960751,16783,HTTP请求,200,OK,线程组 1-170,text,true,,21923,311,487,487,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3391,0,43
1561377960751,7633,HTTP请求-0,302,Found,线程组 1-170,text,true,,12072,140,487,487,http://47.92.89.243:7801/Device/Devicemanage,3391,0,43
1561377968384,9150,HTTP请求-1,200,OK,线程组 1-170,text,true,,9851,171,487,487,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9115,0,9039
1561377960766,16780,HTTP请求,200,OK,线程组 1-343,text,true,,21923,311,485,485,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3372,0,38
1561377960766,7597,HTTP请求-0,302,Found,线程组 1-343,text,true,,12072,140,485,485,http://47.92.89.243:7801/Device/Devicemanage,3372,0,38
1561377968363,9183,HTTP请求-1,200,OK,线程组 1-343,text,true,,9851,171,485,485,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9141,0,9053
1561377960234,17315,HTTP请求,200,OK,线程组 1-110,text,true,,21923,311,484,484,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,6011,0,420
1561377960234,8149,HTTP请求-0,302,Found,线程组 1-110,text,true,,12072,140,484,484,http://47.92.89.243:7801/Device/Devicemanage,6011,0,420
1561377968384,9165,HTTP请求-1,200,OK,线程组 1-110,text,true,,9851,171,484,484,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9125,0,9041
1561377960232,17326,HTTP请求,200,OK,线程组 1-132,text,true,,21923,311,483,483,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3505,0,422
1561377960232,8151,HTTP请求-0,302,Found,线程组 1-132,text,true,,12072,140,483,483,http://47.92.89.243:7801/Device/Devicemanage,3505,0,422
1561377968384,9174,HTTP请求-1,200,OK,线程组 1-132,text,true,,9851,171,483,483,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9133,0,9045
1561377960828,17441,HTTP请求,200,OK,线程组 1-313,text,true,,21923,311,482,482,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3410,0,79
1561377960828,14279,HTTP请求-0,302,Found,线程组 1-313,text,true,,12072,140,482,482,http://47.92.89.243:7801/Device/Devicemanage,3410,0,79
1561377975108,3161,HTTP请求-1,200,OK,线程组 1-313,text,true,,9851,171,482,482,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3116,0,3039
1561377960688,17803,HTTP请求,200,OK,线程组 1-455,text,true,,21923,311,481,481,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5653,0,37
1561377960688,14681,HTTP请求-0,302,Found,线程组 1-455,text,true,,12072,140,481,481,http://47.92.89.243:7801/Device/Devicemanage,5653,0,37
1561377975369,3122,HTTP请求-1,200,OK,线程组 1-455,text,true,,9851,171,481,481,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3093,0,3029
1561377960687,17834,HTTP请求,200,OK,线程组 1-456,text,true,,21923,311,480,480,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5654,0,39
1561377960687,14684,HTTP请求-0,302,Found,线程组 1-456,text,true,,12072,140,480,480,http://47.92.89.243:7801/Device/Devicemanage,5654,0,39
1561377975371,3150,HTTP请求-1,200,OK,线程组 1-456,text,true,,9851,171,480,480,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3114,0,3037
1561377960685,17849,HTTP请求,200,OK,线程组 1-454,text,true,,21923,311,479,479,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5651,0,38
1561377960685,14680,HTTP请求-0,302,Found,线程组 1-454,text,true,,12072,140,479,479,http://47.92.89.243:7801/Device/Devicemanage,5651,0,38
1561377975366,3168,HTTP请求-1,200,OK,线程组 1-454,text,true,,9851,171,479,479,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3126,0,3040
1561377960685,17851,HTTP请求,200,OK,线程组 1-407,text,true,,21923,311,478,478,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5651,0,38
1561377960685,14679,HTTP请求-0,302,Found,线程组 1-407,text,true,,12072,140,478,478,http://47.92.89.243:7801/Device/Devicemanage,5651,0,38
1561377975364,3172,HTTP请求-1,200,OK,线程组 1-407,text,true,,9851,171,478,478,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3131,0,3042
1561377960769,17968,HTTP请求,200,OK,线程组 1-350,text,true,,21923,311,477,477,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5772,0,42
1561377960769,14816,HTTP请求-0,302,Found,线程组 1-350,text,true,,12072,140,477,477,http://47.92.89.243:7801/Device/Devicemanage,5772,0,42
1561377975585,3152,HTTP请求-1,200,OK,线程组 1-350,text,true,,9851,171,477,477,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3117,0,3039
1561377960849,17972,HTTP请求,200,OK,线程组 1-318,text,true,,21923,311,476,476,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,1587,0,57
1561377960849,8846,HTTP请求-0,302,Found,线程组 1-318,text,true,,12072,140,476,476,http://47.92.89.243:7801/Device/Devicemanage,1587,0,57
1561377969695,9126,HTTP请求-1,200,OK,线程组 1-318,text,true,,9851,171,476,476,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9096,0,9032
1561377960771,18074,HTTP请求,200,OK,线程组 1-348,text,true,,21923,311,475,475,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5770,0,45
1561377960771,14904,HTTP请求-0,302,Found,线程组 1-348,text,true,,12072,140,475,475,http://47.92.89.243:7801/Device/Devicemanage,5770,0,45
1561377975675,3170,HTTP请求-1,200,OK,线程组 1-348,text,true,,9851,171,475,475,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3129,0,3043
1561377960942,17940,HTTP请求,200,OK,线程组 1-278,text,true,,21923,311,474,474,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5794,0,78
1561377960942,14790,HTTP请求-0,302,Found,线程组 1-278,text,true,,12072,140,474,474,http://47.92.89.243:7801/Device/Devicemanage,5794,0,78
1561377975733,3149,HTTP请求-1,200,OK,线程组 1-278,text,true,,9851,171,474,474,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3113,0,3038
1561377960291,18879,HTTP请求,200,OK,线程组 1-90,text,true,,21923,311,473,473,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,330,0,164
1561377960291,9727,HTTP请求-0,302,Found,线程组 1-90,text,true,,12072,140,473,473,http://47.92.89.243:7801/Device/Devicemanage,330,0,164
1561377970018,9152,HTTP请求-1,200,OK,线程组 1-90,text,true,,9851,171,473,473,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9115,0,9036
1561377960306,18869,HTTP请求,200,OK,线程组 1-100,text,true,,21923,311,472,472,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,314,0,148
1561377960306,9721,HTTP请求-0,302,Found,线程组 1-100,text,true,,12072,140,472,472,http://47.92.89.243:7801/Device/Devicemanage,314,0,148
1561377970027,9148,HTTP请求-1,200,OK,线程组 1-100,text,true,,9851,171,472,472,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9112,0,9038
1561377960314,18861,HTTP请求,200,OK,线程组 1-186,text,true,,21923,311,472,472,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,309,0,134
1561377960314,9709,HTTP请求-0,302,Found,线程组 1-186,text,true,,12072,140,472,472,http://47.92.89.243:7801/Device/Devicemanage,309,0,134
1561377970023,9152,HTTP请求-1,200,OK,线程组 1-186,text,true,,9851,171,472,472,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9116,0,9037
1561377960309,18869,HTTP请求,200,OK,线程组 1-191,text,true,,21923,311,470,470,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,314,0,145
1561377960309,9718,HTTP请求-0,302,Found,线程组 1-191,text,true,,12072,140,470,470,http://47.92.89.243:7801/Device/Devicemanage,314,0,145
1561377970027,9151,HTTP请求-1,200,OK,线程组 1-191,text,true,,9851,171,470,470,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9115,0,9039
1561377960367,18827,HTTP请求,200,OK,线程组 1-404,text,true,,21923,311,469,469,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,257,0,81
1561377960367,9656,HTTP请求-0,302,Found,线程组 1-404,text,true,,12072,140,469,469,http://47.92.89.243:7801/Device/Devicemanage,257,0,81
1561377970023,9171,HTTP请求-1,200,OK,线程组 1-404,text,true,,9851,171,469,469,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9131,0,9041
1561377960990,18331,HTTP请求,200,OK,线程组 1-270,text,true,,21923,311,468,468,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,5749,0,38
1561377960990,14783,HTTP请求-0,302,Found,线程组 1-270,text,true,,12072,140,468,468,http://47.92.89.243:7801/Device/Devicemanage,5749,0,38
1561377975774,3547,HTTP请求-1,200,OK,线程组 1-270,text,true,,9851,171,468,468,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,3127,0,3041
1561377960299,19283,HTTP请求,200,OK,线程组 1-209,text,true,,21923,311,467,467,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,325,0,156
1561377960299,9716,HTTP请求-0,302,Found,线程组 1-209,text,true,,12072,140,467,467,http://47.92.89.243:7801/Device/Devicemanage,325,0,156
1561377970016,9566,HTTP请求-1,200,OK,线程组 1-209,text,true,,9851,171,467,467,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9566,0,9045
1561377960163,19435,HTTP请求,200,OK,线程组 1-198,text,true,,21923,311,466,466,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9944,0,322
1561377960163,10280,HTTP请求-0,302,Found,线程组 1-198,text,true,,12072,140,466,466,http://47.92.89.243:7801/Device/Devicemanage,9944,0,322
1561377970444,9154,HTTP请求-1,200,OK,线程组 1-198,text,true,,9851,171,466,466,http://47.92.89.243:7801/UserLogin/Index?ReturnUrl=%2fDevice%2fDevicemanage,9117,0,9040
1561377960449,19220,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-147,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,465,465,http://47.92.89.243:7801/Device/Devicemanage,681,0,38
1561377960475,19195,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-141,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,465,465,http://47.92.89.243:7801/Device/Devicemanage,710,0,37
1561377960463,19217,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-139,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,463,463,http://47.92.89.243:7801/Device/Devicemanage,704,0,43
1561377960272,19492,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-27,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,462,462,http://47.92.89.243:7801/Device/Devicemanage,973,0,246
1561377960486,19278,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-179,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,462,462,http://47.92.89.243:7801/Device/Devicemanage,759,0,33
1561377960483,19297,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-136,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,460,460,http://47.92.89.243:7801/Device/Devicemanage,795,0,44
1561377960592,19272,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-482,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,459,459,http://47.92.89.243:7801/Device/Devicemanage,0,0,33
1561377960561,19303,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-464,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,459,459,http://47.92.89.243:7801/Device/Devicemanage,0,0,33
1561377960595,19271,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-493,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,459,459,http://47.92.89.243:7801/Device/Devicemanage,0,0,33
1561377960247,19621,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-115,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,457,457,http://47.92.89.243:7801/Device/Devicemanage,0,0,359
1561377960598,19274,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-494,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,456,456,http://47.92.89.243:7801/Device/Devicemanage,0,0,33
1561377960557,19315,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-459,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,456,456,http://47.92.89.243:7801/Device/Devicemanage,0,0,32
1561377960573,19302,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-476,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,454,454,http://47.92.89.243:7801/Device/Devicemanage,0,0,33
1561377960250,19628,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-112,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,452,452,http://47.92.89.243:7801/Device/Devicemanage,0,0,329
1561377960252,19627,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-202,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,452,452,http://47.92.89.243:7801/Device/Devicemanage,0,0,327
1561377960563,19315,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-466,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,452,452,http://47.92.89.243:7801/Device/Devicemanage,0,0,35
1561377960249,19633,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-81,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,450,450,http://47.92.89.243:7801/Device/Devicemanage,0,0,363
1561377960250,19673,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-41,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1556,0,448,448,http://47.92.89.243:7801/Device/Devicemanage,1143,0,338
1561377960565,19357,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-469,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,448,448,http://47.92.89.243:7801/Device/Devicemanage,0,0,47
1561377960556,19368,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-183,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,447,447,http://47.92.89.243:7801/Device/Devicemanage,0,0,38
1561377960250,19620,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-200,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,456,456,http://47.92.89.243:7801/Device/Devicemanage,0,0,327
1561377960244,19681,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-169,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,447,447,http://47.92.89.243:7801/Device/Devicemanage,0,0,387
1561377960591,19333,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-484,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,447,447,http://47.92.89.243:7801/Device/Devicemanage,0,0,37
1561377960559,19367,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-461,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,444,444,http://47.92.89.243:7801/Device/Devicemanage,0,0,39
1561377960250,19674,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-79,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,447,447,http://47.92.89.243:7801/Device/Devicemanage,0,0,335
1561377960561,19365,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-463,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,444,444,http://47.92.89.243:7801/Device/Devicemanage,0,0,39
1561377960245,19679,HTTP请求,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,线程组 1-391,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2466,0,442,442,http://47.92.89.243:7801/Device/Devicemanage,0,0,384
